clip_id,audio_path,language,is_native,accent_region,age,gender,sentence,speaker_id,duration_sec,sample_rate,augmented,aug_type,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,silence_ratio,energy_band_1,energy_band_2,energy_band_3,energy_band_4,energy_band_5,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_13_mean,chroma_mean,chroma_std,mel_mean,mel_std,f0_mean,f0_std,voiced_fraction,spectral_contrast_mean,tempo
nl_000056_aug1,accent_dataset_output/audio_augmented/nl_000056_aug1.wav,nl,1,unknown,unknown,unknown,nu hernam heenvliet met ongeduld en wat wilt gy dan een schuilplaats in mijn huis geld om u op de vl,2450,10.0,16000,True,noise_ambient,0.052039,0.041988,377.11,154.48,499.4,0.3766,0.302205,0.696542,0.00125,2e-06,1e-06,-411.9154,27.8363,166.7873,27.7496,82.4794,13.7409,12.6004,12.2135,-14.7595,9.1814,-14.2691,6.894,-9.8942,8.6822,-9.0253,8.2923,-7.6228,6.4442,-3.9462,5.4747,-0.7109,4.7861,0.1996,4.5046,-0.2394,4.085,0.214,0.0626,-0.0154,0.016,0.0267,0.0082,-0.007,0.0076,0.0189,0.0044,-0.0121,-0.0091,-0.0035,0.4471,0.3102,-64.4296,19.8427,121.6,34.86,0.6486,21.7633,15.89
nl_000128_aug2,accent_dataset_output/audio_augmented/nl_000128_aug2.wav,nl,1,unknown,unknown,unknown,buat zeide de witt zoodra de ritmeester gezeten was ik heb meenen op te merken dat gy niet dan schoo,2450,10.0,16000,True,pitch_time_shift,0.111233,0.133851,452.34,360.62,437.8,0.535,0.130732,0.829712,0.024231,0.013345,0.001979,-305.5355,115.5395,65.8605,55.6374,-0.1097,26.1862,37.0388,29.9314,0.1167,22.7841,-3.0103,12.5986,-22.7031,18.5434,-8.7764,11.0499,-12.222,9.8052,-16.1709,11.0286,-3.4463,9.3093,-4.0415,5.9098,-6.7543,8.5781,0.0866,0.035,-0.0156,0.0272,0.0153,-0.0085,-0.0186,-0.0013,-0.0046,-0.0191,-0.0008,-0.0066,0.0019,0.3745,0.3254,-59.7442,16.9334,133.54,34.58,0.5527,22.0702,133.93
it_000053_aug2,accent_dataset_output/audio_augmented/it_000053_aug2.wav,it,1,napolitain,unknown,unknown,e fatto il simile negli altri duo cantoni levò la sella tutta di netto dalla schiena del cavallo e t,6001,10.0,16000,True,pitch_time_shift,0.107437,0.046994,421.23,358.22,572.1,0.4207,0.409391,0.517406,0.060686,0.012262,0.000254,-317.7996,119.5274,112.2115,61.2565,8.0273,35.7421,33.2479,32.1324,-6.2511,19.831,-5.192,18.0187,7.0721,11.1887,-6.9825,15.9444,1.2336,9.9086,2.203,8.3666,-4.2244,10.6236,-0.7985,9.3975,2.8601,6.9965,0.2123,0.1924,0.058,-0.0003,-0.0009,0.0018,-0.0004,-0.0136,-0.0109,0.0145,-0.0065,-0.0279,-0.0254,0.329,0.3448,-56.7015,19.9076,192.69,61.97,0.7732,19.4608,187.5
es_000125_aug3,accent_dataset_output/audio_augmented/es_000125_aug3.wav,es,0,francophone,unknown,unknown,si así no fuera yo no estaría aquí previniéndote todo está ya dispuesto y listo y tú no puedes ni ha,8882,10.0,16000,True,degraded_codec,0.180164,0.161676,228.23,238.63,307.7,0.4459,0.821432,0.160715,0.016128,0.001257,0.000468,-201.7242,63.9796,79.3795,54.2719,22.6805,23.3746,16.7258,20.5665,17.2072,14.7524,1.3064,14.5394,1.1866,11.3094,9.1427,10.5161,3.9912,10.4917,-4.1159,7.3801,-6.2647,7.3587,-4.9044,7.6539,-3.3963,6.4549,-0.0805,-0.158,-0.1503,-0.1083,-0.0486,0.0072,0.0335,0.0266,0.0241,0.0263,0.04,0.027,0.0102,0.4581,0.3261,-48.4714,12.6822,123.43,30.54,0.7348,15.615,75.0
pt_000057_aug2,accent_dataset_output/audio_augmented/pt_000057_aug2.wav,pt,1,bresilien,unknown,unknown,o povo brasileiro foi por longos annos apenas uma expressão nominal de um conjuncto de raças e casta,12249,10.0,16000,True,pitch_time_shift,0.207387,0.171739,641.69,661.69,870.9,0.3818,0.267652,0.514118,0.182563,0.027537,0.008131,-198.3984,123.5223,56.3541,61.4742,-7.1627,43.1914,9.4079,35.808,-18.6083,29.9216,-5.3763,18.8313,-11.5314,15.2977,-7.6678,14.6932,-7.8713,13.623,-3.9671,10.1862,-6.1911,10.6813,-10.1675,14.5046,1.1564,10.9027,-0.2219,0.0475,0.1043,-0.0298,0.0439,-0.0317,-0.0132,0.0086,-0.009,-0.0636,0.0388,0.0283,-0.0569,0.2891,0.3313,-50.9728,18.1711,273.39,88.87,0.7252,19.2922,156.25
it_000141,accent_dataset_output/audio_original/it_000141.wav,it,1,romain,unknown,unknown,non altrimenti che foglia conquassata dal vento tremava la signora udendo i molti e vari ragionament,6001,10.0,16000,False,original,0.142973,0.046613,340.34,267.11,488.6,0.4126,0.689345,0.264278,0.042783,0.003503,9.2e-05,-302.8898,102.0987,120.8541,55.6565,14.2961,35.8265,28.8003,29.4693,0.3913,19.0116,-3.1605,17.8183,4.3933,11.4012,-5.2579,13.8295,-2.2777,11.5043,-1.8064,8.922,-5.7346,9.3889,-5.3966,9.5409,-3.1727,8.6792,1.0278,0.696,-0.1346,0.0948,-0.0747,-0.1135,-0.0917,-0.0916,-0.0129,-0.0593,-0.0825,-0.0746,-0.0141,0.3223,0.3458,-56.5507,19.8781,199.04,49.08,0.8722,18.6053,156.25
es_000052_aug2,accent_dataset_output/audio_augmented/es_000052_aug2.wav,es,0,anglophone,unknown,unknown,el sol caía de lleno sobre ambos silver había arrojado á un lado su sombrero sobre el césped y toda ,8882,10.0,16000,True,pitch_time_shift,0.360848,0.071057,219.18,540.95,216.6,0.3763,0.908332,0.066106,0.016944,0.002813,0.005805,-208.0772,125.0454,107.1329,70.4972,27.8558,32.2497,18.6159,29.9631,23.1387,18.7691,-8.3648,23.6057,19.9456,13.4024,6.7304,15.5816,3.9304,13.4412,3.1291,10.8455,-8.9857,12.4854,-2.1155,10.0483,-2.4548,7.8752,0.2404,-0.0909,0.0793,-0.015,0.0008,0.027,0.0603,-0.0473,0.0608,-0.032,0.0091,0.0704,-0.016,0.3454,0.326,-56.5246,20.1588,110.07,21.7,0.8978,20.4974,98.68
de_000085_aug1,accent_dataset_output/audio_augmented/de_000085_aug1.wav,de,1,swiss,unknown,unknown,diesen entschluß auszuführen kostete es passepartout geraume zeit bis er einen trödler fand dem er s,10148,10.0,16000,True,noise_ambient,0.088987,0.345296,777.45,1232.93,823.8,0.2006,0.210212,0.632474,0.087557,0.026742,0.043016,-132.1523,34.553,7.3973,32.0424,-9.5221,14.3944,-19.1157,16.3955,-22.6623,10.4537,-23.6024,8.6355,-24.1447,7.9169,-27.2582,10.0699,-25.6301,9.0241,-19.5066,7.8576,-18.4481,6.8554,-17.4021,6.4837,-14.1492,5.3422,0.1292,0.144,0.0777,0.0101,-0.0258,-0.022,0.0138,0.0117,-0.0351,-0.0915,-0.0695,-0.025,-0.0112,0.486,0.3409,-39.0321,8.1828,179.45,42.19,0.5304,18.7498,104.17
pt_000096_aug2,accent_dataset_output/audio_augmented/pt_000096_aug2.wav,pt,1,bresilien,unknown,unknown,tudo desmorona em torno de mim já ninguém aqui se entende e não tarda que eu mesmo seja extranho a t,12249,10.0,16000,True,pitch_time_shift,0.122892,0.133076,590.65,619.31,800.9,0.446,0.249189,0.600542,0.105422,0.0378,0.007048,-298.3743,140.8615,46.8379,56.9813,6.279,39.3967,39.3773,35.7151,-14.1727,24.7517,-3.9517,15.5481,-8.8402,17.6529,-6.0185,12.5127,-8.2759,12.7148,-5.7558,12.4153,-1.4812,9.8418,-9.5455,13.235,0.4217,9.8306,0.0061,0.0108,0.0145,0.0145,0.0095,0.0035,0.0025,0.0071,0.0119,0.0114,0.0049,-0.0016,-0.0013,0.3006,0.3288,-56.4961,19.4419,212.15,76.39,0.7764,21.7919,125.0
nl_000138_aug3,accent_dataset_output/audio_augmented/nl_000138_aug3.wav,nl,1,unknown,unknown,unknown,ik dank u antwoordde buat een scheef gezigt zettende o neen t is waar hernam zijn vriend gy zijt nie,2450,10.0,16000,True,degraded_codec,0.058995,0.19002,685.36,698.76,1018.5,0.155,0.126805,0.70544,0.091288,0.073742,0.002724,-169.0377,20.5374,108.8448,16.4531,-68.3912,8.7167,60.1498,9.2013,-30.4253,5.5823,13.2801,8.2246,-16.4217,8.747,0.0194,7.3938,-8.8162,6.8337,-2.7408,6.288,-3.5312,4.4674,-1.278,4.216,1.0704,3.8111,0.0651,0.0367,0.0129,0.0074,0.0133,0.0212,-0.0038,-0.0115,-0.0122,0.0153,0.012,0.0109,-0.0048,0.5609,0.3015,-38.6302,14.0624,124.18,38.09,0.4601,21.7607,170.45
nl_000017,accent_dataset_output/audio_original/nl_000017.wav,nl,0,unknown,unknown,unknown,en voor wie hy zijn testament gemaakt had begeerende dat zijn kind zoû worden opgevoed in de gerefor,2450,10.0,16000,False,original,0.078899,0.12912,431.99,445.7,527.8,0.4282,0.320946,0.640797,0.0214,0.013623,0.003233,-275.264,109.9766,89.8591,43.194,2.2371,25.3905,35.2676,26.4739,-0.3856,19.7638,-4.3121,13.4586,-28.2491,15.0099,-5.1854,11.8759,-8.3467,11.8159,-12.1261,9.4437,-2.5668,8.5734,-6.4991,8.4111,-2.9711,9.0193,-0.2018,0.4503,0.3278,-0.2123,-0.1472,-0.0373,0.0351,0.0152,-0.0834,-0.0051,0.0586,-0.0243,-0.0151,0.3592,0.3049,-48.1312,15.892,140.42,32.19,0.6294,18.0737,125.0
pl_000144,accent_dataset_output/audio_original/pl_000144.wav,pl,0,unknown,unknown,unknown,dzwięk słów wybornych uszy tylko pieści jeśli z nich zdatna nauka nie płynie natenczas blaskiem czcz,6892,10.0,16000,False,original,0.12995,0.117632,373.45,507.01,474.8,0.3297,0.452543,0.515225,0.011786,0.014983,0.005463,-247.7062,117.2408,92.1225,65.8138,17.6143,29.4491,50.2924,37.2172,-6.674,18.2031,-11.1684,16.726,-11.7413,16.1927,-10.0484,16.5378,-11.421,14.4168,-4.2893,11.5731,-14.3416,10.4525,-0.3188,10.7919,-4.2322,8.9362,0.7711,-0.1772,-0.0181,0.3778,-0.0097,-0.0126,0.0508,0.0956,-0.0795,0.0744,-0.0846,-0.0047,-0.0228,0.3292,0.3193,-50.1364,18.5933,155.5,71.7,0.8307,19.0557,98.68
nl_000011_aug3,accent_dataset_output/audio_augmented/nl_000011_aug3.wav,nl,1,unknown,unknown,unknown,ik zie niet viel heenvliet in waar die groote edelmoedigheid in bestaan zoû ik zeg u alsnog gy kunt ,2450,10.0,16000,True,degraded_codec,0.044105,0.163029,662.28,703.25,867.9,0.5127,0.210636,0.624926,0.095696,0.062559,0.006183,-397.5344,113.4315,85.9429,68.0128,-3.5188,38.6104,56.4698,52.7607,-3.0794,30.7013,-14.9901,31.6934,-28.9556,23.3391,-1.2327,14.2611,-5.8583,14.3068,-12.2047,14.269,-2.3515,13.2562,-7.6113,11.2079,3.6063,14.2323,1.1713,0.4576,-0.3081,-0.0377,0.1303,0.0029,-0.2517,0.0715,-0.0332,-0.1172,-0.0061,-0.0717,0.024,0.4135,0.3058,-55.6563,19.8475,131.25,28.32,0.6454,22.7746,81.52
pl_000104_aug2,accent_dataset_output/audio_augmented/pl_000104_aug2.wav,pl,1,unknown,unknown,unknown,przeszedłeś panie wszystkie twoje przodki wzniosłeś twój naród nad kaukazu góry wszyscy potomni musz,6892,10.0,16000,True,pitch_time_shift,0.088942,0.16347,496.37,709.36,617.8,0.3522,0.438777,0.488141,0.03899,0.020248,0.013844,-276.5998,131.4968,88.3012,66.5829,31.1857,39.5804,39.8924,34.954,-16.3578,22.4472,-14.8308,19.8598,-11.3579,15.665,-5.9836,15.3721,-16.5832,13.5062,-3.3903,10.8462,-14.9286,10.248,-4.2027,11.1612,-3.2194,8.8195,0.9456,0.4521,-0.071,0.0691,-0.0614,-0.1443,-0.0656,-0.1483,-0.097,-0.0367,-0.0776,-0.0185,0.0206,0.3686,0.3154,-46.7855,19.004,142.6,29.18,0.6869,18.4213,144.23
fr_000059_aug3,accent_dataset_output/audio_augmented/fr_000059_aug3.wav,fr,1,québec,unknown,unknown,mais comme ils ne pouvaient le lui présenter à cause de la foule ils découvrirent le toit de la mais,10065,10.0,16000,True,degraded_codec,0.158797,0.186495,284.18,310.23,391.0,0.4122,0.619704,0.355233,0.016446,0.008011,0.000605,-187.5628,70.3881,76.3112,51.1771,12.5101,20.4892,25.9738,27.3407,17.3257,16.2224,-4.5592,13.2404,-2.5363,11.8161,-2.8892,9.5418,-5.2222,8.856,-6.7049,10.7704,-5.8206,8.5041,-3.1036,6.6449,-3.5085,7.5175,0.3543,0.165,-0.0142,0.1618,0.0865,-0.0353,0.0107,-0.0082,-0.0016,-0.0306,-0.024,0.0033,-0.0065,0.477,0.3434,-45.4075,13.1573,113.05,21.69,0.8083,16.0393,117.19
de_000034_aug2,accent_dataset_output/audio_augmented/de_000034_aug2.wav,de,0,turkish,unknown,unknown,ich sage ihnen nochmals daß der mongolia stets die prämie von fünfundzwanzig pfund gewonnen hat welc,10148,10.0,16000,True,pitch_time_shift,0.103484,0.16452,434.75,569.41,596.6,0.3456,0.448408,0.455397,0.078709,0.009376,0.008112,-255.7682,89.8528,97.3702,65.9956,-7.1278,36.2359,36.5105,31.9254,-10.9279,18.6522,3.0179,17.3156,-3.2004,16.4207,-10.635,15.1185,-27.078,14.9433,4.5841,14.6024,-9.5115,11.8762,-1.1592,8.6772,-16.2431,13.4226,0.361,-0.1193,-0.2177,0.1169,0.0027,-0.034,-0.0523,-0.0219,-0.0252,0.0228,0.0111,0.0476,0.0059,0.3168,0.3236,-44.809,16.9874,173.29,21.25,0.7987,22.4164,93.75
nl_000053_aug1,accent_dataset_output/audio_augmented/nl_000053_aug1.wav,nl,1,unknown,unknown,unknown,veel om te sterven en te weinig om te leven antwoordde bromley als ik daar niet anders by heb maar d,2450,10.0,16000,True,noise_ambient,0.08841,0.326265,595.18,717.77,530.8,0.3359,0.03139,0.900692,0.031065,0.022854,0.014,-179.3065,45.8331,15.1265,30.9954,-4.9045,15.4263,-6.1847,14.0542,-17.0165,12.2378,-25.4263,13.213,-28.2958,14.1949,-21.6402,9.5511,-22.6324,9.8485,-17.373,7.366,-13.7202,6.3803,-15.9858,7.1218,-9.561,5.4212,0.2203,0.2485,0.1312,0.0197,-0.04,-0.025,-0.0232,-0.0833,-0.0644,-0.0351,-0.0347,-0.0297,0.0073,0.5238,0.3297,-45.9768,8.2989,317.67,163.61,0.3003,18.7288,85.23
pl_000002_aug3,accent_dataset_output/audio_augmented/pl_000002_aug3.wav,pl,0,unknown,unknown,unknown,zaczęciem wojny bynajmniej nie śpieszy nowe zaciągi wzmacnia stare cieszy szpiegi tymczasem oznajmuj,6892,10.0,16000,True,degraded_codec,0.156563,0.131904,525.72,763.13,599.1,0.256,0.427667,0.492214,0.025415,0.041086,0.013618,-200.805,124.2963,91.1,64.2971,11.9775,35.3866,60.2531,38.0032,-13.552,21.1771,-14.3396,20.1383,-19.6908,20.0149,1.2205,16.4432,-21.0584,16.7572,0.5785,15.1064,-15.012,10.6126,2.4286,9.9136,-5.2542,10.3975,0.9218,0.2191,0.0784,-0.0631,-0.0277,0.039,-0.0841,-0.046,-0.0115,0.1082,0.0482,0.0449,-0.0274,0.3364,0.323,-42.8605,18.9723,143.46,31.04,0.722,21.9689,125.0
pt_000117_aug2,accent_dataset_output/audio_augmented/pt_000117_aug2.wav,pt,0,angolais,unknown,unknown,fitava o cora immensa sympathia repare o que se passa com o patriotismo proseguiu depois maciel no b,12249,10.0,16000,True,pitch_time_shift,0.152921,0.160651,603.06,774.24,885.2,0.4729,0.365535,0.445724,0.138651,0.036509,0.013581,-258.809,141.566,65.7457,60.8903,9.9843,37.9411,33.0969,36.2705,-7.3079,27.7512,-1.0776,16.127,-6.7986,16.0327,2.7658,11.8735,-7.5282,14.4698,-2.1582,13.8507,-0.515,11.2838,-3.6068,13.2119,-3.2835,10.233,-0.1743,0.3875,0.3328,-0.1422,0.1144,0.1124,0.1075,-0.0166,-0.0022,-0.0022,0.0261,-0.0502,-0.0587,0.3729,0.3217,-55.3334,19.4206,215.08,144.79,0.7061,21.569,170.45
pt_000017_aug1,accent_dataset_output/audio_augmented/pt_000017_aug1.wav,pt,1,lisbon,unknown,unknown,paulo maciel agora depois das audiências do processo arrastava lilkau diariamente á sua casa e em lo,12249,10.0,16000,True,noise_ambient,0.127421,0.269639,624.07,966.83,861.7,0.2209,0.46335,0.364456,0.120927,0.028281,0.022985,-115.1821,41.035,28.4575,28.9491,10.4781,21.3039,6.1559,20.3561,-2.7962,13.915,-3.1757,11.3681,-3.6557,8.6789,-5.2035,9.9414,-6.1925,9.1839,-3.4293,7.6771,-5.657,8.4537,-5.005,7.3466,-1.8094,6.2057,0.1467,0.1226,0.0986,0.1252,0.0994,0.0004,-0.0375,-0.019,-0.0639,-0.0358,-0.022,-0.0269,0.0012,0.4492,0.3566,-37.6666,8.5847,227.44,78.28,0.7125,15.7212,170.45
it_000017_aug3,accent_dataset_output/audio_augmented/it_000017_aug3.wav,it,1,milanais,unknown,unknown,la signora fece cenno ad alteria che a dire incominciasse ed ella levatasi da sedere fece una rivere,6001,10.0,16000,True,degraded_codec,0.137291,0.232464,278.29,248.0,373.6,0.51,0.814452,0.168751,0.012234,0.003901,0.000661,-231.5336,56.1961,55.5378,43.8712,16.159,19.4638,17.4118,20.8934,4.2048,8.5423,-8.7952,14.2,0.1531,8.8814,-1.6107,7.6658,-6.713,11.2775,-2.377,6.8101,-4.6557,7.4762,-5.6619,7.8292,-1.9225,5.5609,0.5314,0.3471,0.0187,0.0944,0.0285,-0.1249,-0.0309,0.0339,-0.028,-0.0172,0.0016,-0.0123,0.0032,0.4395,0.3803,-52.9053,11.3843,219.09,34.95,0.6805,16.1416,156.25
de_000050_aug2,accent_dataset_output/audio_augmented/de_000050_aug2.wav,de,1,berlin,unknown,unknown,von seinem herrn den auftrag erhalten hatte se ehrwürden den herrn samuel wilson in betreff einer ge,10148,10.0,16000,True,pitch_time_shift,0.090252,0.155138,610.46,604.52,1021.7,0.3684,0.265651,0.546614,0.166619,0.015216,0.0059,-256.8905,104.4873,78.0169,46.9541,-14.2091,41.4129,17.4144,30.3918,-7.479,18.4922,-1.9342,14.9919,-6.0926,12.833,-21.2816,16.1037,-6.1438,14.8018,1.0243,12.286,-3.3675,10.0756,-3.56,11.627,1.2129,10.3966,1.0059,0.1768,0.1077,0.159,-0.1235,-0.1488,0.0137,-0.0052,-0.0798,-0.0673,0.0251,-0.1079,-0.1079,0.3222,0.3245,-47.0076,16.5375,194.34,21.82,0.7636,20.462,170.45
fr_000067_aug2,accent_dataset_output/audio_augmented/fr_000067_aug2.wav,fr,1,québec,unknown,unknown,or il avait accoutumé de délivrer à la fête de pâques celui des prisonniers que le peuple demandait ,10065,10.0,16000,True,pitch_time_shift,0.091487,0.097151,406.41,608.1,476.8,0.4358,0.515658,0.421277,0.032789,0.02399,0.006287,-301.4194,157.4166,83.1177,56.4947,3.5508,23.8779,51.7819,34.1671,-3.4689,20.246,9.1937,13.7451,-6.5498,17.9366,-2.0431,14.9181,0.5948,11.3562,-9.2445,15.1002,-1.0676,11.8474,0.3537,8.1499,-5.2361,11.4697,0.614,0.1864,-0.0026,0.1189,-0.0239,-0.007,-0.0636,-0.022,-0.0651,-0.0226,-0.0301,-0.0083,-0.0137,0.4382,0.3263,-52.2937,20.2803,117.02,24.69,0.7604,18.7825,156.25
it_000100_aug3,accent_dataset_output/audio_augmented/it_000100_aug3.wav,it,1,milanais,unknown,unknown,e con le pugna che di ferro parevano tutto il viso e le spalle li ruppero né li lasciorono in capo c,6001,10.0,16000,True,degraded_codec,0.060037,0.108026,403.12,383.06,611.3,0.2563,0.606481,0.297493,0.083553,0.012369,0.000103,-258.38,31.9835,136.9174,24.9505,-62.029,15.8026,51.4072,16.4001,-14.3881,8.1808,2.6543,8.8476,-2.6097,6.0829,-7.776,7.5312,-3.6725,8.2802,-6.5277,6.8786,-4.0559,6.4237,-8.405,5.5572,-1.536,4.6743,-0.0103,0.0088,-0.017,0.0206,-0.0212,-0.003,-0.0157,0.0081,0.0222,0.0089,0.0118,0.0105,0.0159,0.3901,0.357,-43.2915,16.541,203.91,45.58,0.8115,22.2599,104.17
fr_000024_aug1,accent_dataset_output/audio_augmented/fr_000024_aug1.wav,fr,1,paris,unknown,unknown,alors jésus ayant appelé ses disciples leur dit je vous dis en vérité cette pauvre veuve a plus donn,10065,10.0,16000,True,noise_ambient,0.113311,0.289814,579.01,1175.79,502.9,0.1951,0.597804,0.292297,0.037146,0.029246,0.043505,-106.7066,37.1371,26.9292,31.0322,14.7681,13.9909,15.5974,17.8034,7.2754,11.3255,2.841,7.9379,-3.3181,7.9301,-2.8019,6.8522,-2.4379,5.9318,-5.0398,8.5537,-2.6376,6.9051,-2.2678,4.7221,-3.0632,6.12,0.219,0.1569,0.1182,0.1368,0.0393,-0.0026,-0.0137,0.0147,-0.0151,-0.049,0.0088,0.0129,-0.042,0.5263,0.3409,-33.8456,7.6467,105.7,23.44,0.754,14.9514,187.5
it_000107_aug1,accent_dataset_output/audio_augmented/it_000107_aug1.wav,it,1,milanais,unknown,unknown,che vi pare cognati non è ben trattata la sorella vostra a cui risposero tutti noi lo sapevamo,6001,10.0,16000,True,noise_ambient,0.032625,0.200348,1371.27,335.87,1749.2,0.3035,2.4e-05,0.010218,0.946922,0.042834,3e-06,-420.2875,39.7399,54.9335,28.5637,-192.0721,15.5032,-37.9012,17.4846,10.5448,13.7434,-14.9584,13.0068,3.6222,9.7844,-2.5685,8.7661,-1.0846,7.6444,-4.0565,6.4999,-1.3426,5.9856,3.5504,5.4845,-2.5596,4.1235,0.0282,0.017,0.0045,0.0005,-0.017,-0.0064,-0.0004,0.0093,0.0218,0.0017,-0.0053,-0.0145,-0.0223,0.5451,0.2848,-54.2159,20.1086,1388.36,556.41,0.7604,26.3304,89.29
es_000069_aug3,accent_dataset_output/audio_augmented/es_000069_aug3.wav,es,0,anglophone,unknown,unknown,avísale á tu viejo amigo john y él cuidará de darte tu cestilla de víveres muy bien arreglada para q,8882,10.0,16000,True,degraded_codec,0.144972,0.300452,881.5,1633.8,1170.4,0.188,0.574026,0.20734,0.094525,0.047649,0.07646,-80.9275,39.2506,25.0029,32.8383,15.938,18.6468,10.2912,19.6119,5.8566,13.1087,0.5554,11.3121,5.3595,8.086,-0.1511,8.1414,-3.3807,8.3678,-3.764,6.237,-1.7727,6.4902,-3.0089,6.0663,-6.0305,6.4457,0.0252,-0.0044,0.0079,-0.0138,0.0026,0.0062,0.0022,0.0229,0.0076,-0.0071,0.0074,-0.0022,0.0041,0.5186,0.3235,-37.1472,7.5985,104.79,26.12,0.5559,15.0061,93.75
it_000039,accent_dataset_output/audio_original/it_000039.wav,it,0,roumain,unknown,unknown,e non volendovi andare per essere stanco chiamate manusso nostro compare qui vicino che vi farà ques,6001,10.0,16000,False,original,0.123353,0.066419,418.25,358.91,717.9,0.4222,0.540496,0.34803,0.10425,0.007002,0.000222,-289.2262,107.6266,116.7073,60.7187,4.2577,42.2617,30.8106,32.9258,-2.7992,22.1699,-5.8455,20.0984,4.4772,11.9603,-7.2321,14.8072,-2.4437,12.7051,-0.747,9.4152,-4.9609,9.574,-4.0549,10.9193,-1.8468,7.8423,0.0528,0.0581,0.0423,0.0323,0.0056,-0.0031,0.0003,-0.0127,-0.0141,-0.0116,-0.0247,-0.0245,-0.0184,0.3429,0.341,-55.4812,19.8558,176.67,54.71,0.8722,18.5299,125.0
es_000141,accent_dataset_output/audio_original/es_000141.wav,es,0,anglophone,unknown,unknown,caballero dijo gravemente el capitán smollet protestando que no es mi intención el lastimar á vd per,8882,10.0,16000,False,original,0.170443,0.125295,595.45,1218.22,705.7,0.2864,0.539018,0.347671,0.064304,0.013995,0.035012,-208.5242,126.659,111.7569,61.2081,29.1528,39.1271,17.0481,35.7251,8.8799,18.1777,-17.7629,20.5871,14.498,16.537,-8.9885,18.6355,-7.9106,12.8976,-3.3673,10.7678,-8.8721,13.2653,8.9937,12.6793,-15.7332,13.3535,0.0159,-0.1119,-0.0051,-0.0038,0.0971,-0.0777,0.1067,0.0733,0.0781,-0.0158,-0.0507,-0.0264,0.0338,0.3884,0.3069,-46.2434,19.2483,114.17,29.65,0.8083,19.3129,98.68
fr_000043_aug2,accent_dataset_output/audio_augmented/fr_000043_aug2.wav,fr,1,lyon,unknown,unknown,pierre le suivit de loin jusque dans la cour de la maison du grand-prêtre où s'étant assis auprès du,10065,10.0,16000,True,pitch_time_shift,0.102961,0.112229,536.4,1032.31,441.6,0.4123,0.654359,0.241308,0.019785,0.05768,0.026868,-277.8817,139.8029,92.5357,54.0938,-3.426,26.7814,52.039,31.8746,-2.5377,22.5026,23.691,18.605,-9.1561,18.0004,-1.4473,14.688,2.0131,13.122,2.1016,11.8073,-6.9601,13.0578,2.8844,9.3755,-6.0637,10.8605,-0.1392,-0.1325,-0.0667,-0.0525,-0.0293,-0.0212,-0.0111,-0.014,-0.0286,-0.0145,-0.0159,-0.0307,-0.0231,0.4582,0.3249,-50.2262,18.8338,108.61,23.88,0.5911,20.1812,156.25
fr_000058_aug1,accent_dataset_output/audio_augmented/fr_000058_aug1.wav,fr,1,paris,unknown,unknown,car c'est du dedans c est à dire y du cœur des hommes que sortent les mauvaises pensées les adultère,10065,10.0,16000,True,noise_ambient,0.084629,0.360915,1470.32,1833.26,4330.0,0.2075,0.111079,0.58808,0.053193,0.0567,0.190948,-138.5018,42.0336,1.0091,36.7764,-10.7383,15.5216,-11.173,17.8178,-20.345,14.2887,-20.3382,11.0234,-29.0027,11.7799,-21.8327,9.8725,-20.7421,7.2311,-22.1399,9.0925,-17.0648,7.3179,-14.6975,6.0222,-12.3466,5.8599,0.0195,0.003,0.0108,0.0078,-0.0119,0.0012,0.0093,0.0001,0.0057,0.0193,0.0095,-0.003,-0.003,0.4994,0.3353,-37.2222,8.0579,104.5,20.32,0.4185,18.5754,144.23
it_000134_aug2,accent_dataset_output/audio_augmented/it_000134_aug2.wav,it,0,albanais,unknown,unknown,donna donami quel pomo perciò che di quello io sono innamorata molto a cui la donna rispose non vole,6001,10.0,16000,True,pitch_time_shift,0.129818,0.058107,292.39,227.44,406.8,0.5081,0.781477,0.192365,0.022824,0.003306,2.8e-05,-348.2487,122.9804,90.394,71.0071,2.2431,26.9761,21.5204,27.6326,-3.5158,20.2112,-4.9915,12.8904,7.3266,10.4837,-6.2544,12.588,-4.371,9.6825,-0.2415,9.3113,-6.4234,8.9804,-2.7813,8.4355,-7.4399,9.7042,0.7629,0.2848,-0.212,0.1342,-0.0413,-0.135,-0.1063,-0.1765,-0.067,-0.0937,-0.106,-0.0667,-0.1155,0.2787,0.3277,-62.7746,19.915,207.2,41.43,0.8435,21.4034,125.0
